Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Flipkart,https://www.crunchbase.com/organization/flipkart,,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Corporate Round,2023-12-22,,2007-01-01,year,Active,,,2,29,M&A,950000000,USD,950000000,950000000,USD,950000000,Corporate Round,12427681402,USD,12427681402,15261884737,USD,15261884737,"Google, Morgan Stanley, Axis Bank, Microsoft, Tencent",34,Asia-Pacific (APAC),"Commerce and Shopping, Internet Services",,,,,,"E-Commerce, Internet, Marketplace, Shopping","Bengaluru, Karnataka, India",39
Asda,https://www.crunchbase.com/organization/asda,Growing,Private,For Profit,10001+,Was Acquired,Debt Financing,2024-05-02,,1949-01-01,year,Active,,,3,1,M&A,1100000000,GBP,1379374341,,,,,,,,1100000000,GBP,1379374341,TDR Capital,,"Europe, Middle East, and Africa (EMEA)",Commerce and Shopping,,High,,,,Retail,"Humber, Herefordshire, United Kingdom",1
Walgreens,https://www.crunchbase.com/organization/walgreens,Not Growing,Private,For Profit,10001+,Made Acquisitions,Grant,2024-07-23,,1901-01-01,year,Active,,,1,1,,25000000,USD,25000000,,,,,,,,25000000,USD,25000000,Biomedical Advanced Research and Development Authority (BARDA),1,"Greater Chicago Area, Great Lakes, Midwestern US","Commerce and Shopping, Consumer Goods, Health Care",,High,,,,"Consumer Goods, Health Care, Pharmaceutical, Retail","Deerfield, Illinois, United States",5
DJI,https://www.crunchbase.com/organization/dji,,Private,For Profit,10001+,Made Acquisitions,Secondary Market,2023-03-01,,2006-11-06,day,Active,,,1,4,Private Equity,2800000,USD,2800000,,,,Private Equity,105000000,USD,105000000,107800000,USD,107800000,"Accel, Sequoia Capital China, Victor Koch, Lighthouse Capital Management, Aeternam Stella",5,Asia-Pacific (APAC),"Consumer Electronics, Consumer Goods, Content and Publishing, Hardware, Manufacturing, Media and Entertainment, Mobile, Science and Engineering",,,,,,"Aerospace, Consumer Electronics, Drones, Manufacturing, Photography, Wireless","Shenzhen, Guangdong, China",6
CHANEL,https://www.crunchbase.com/organization/chanel,Growing,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2024-07-30,,1883-01-01,year,Active,,,1,1,,700000000,EUR,757163579,,,,,,,,700000000,EUR,757163579,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",,High,,,,"Apparel, Fashion, Jewelry, Retail","Neuilly-sur-seine, Ile-de-France, France",11
Polkadot,https://www.crunchbase.com/organization/polkadot,Growing,Private,For Profit,10001+,,Venture - Series Unknown,2022-01-01,,2016-01-01,year,Active,,,3,14,,,,,,,,Venture - Series Unknown,300200000,USD,300200000,300200000,USD,300200000,"Polychain, LongHash Ventures, Boost VC, Arvin Bhangu, JellyC",40,"Europe, Middle East, and Africa (EMEA)","Apps, Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Other, Software",,High,,,,"Apps, Blockchain, Crowdfunding, Information Services, Information Technology, Web3","Zug, Zug, Switzerland",3
Infor,https://www.crunchbase.com/organization/infor,,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Private Equity,2019-01-16,,2002-05-30,day,Active,,,1,4,M&A,1500000000,USD,1500000000,1500000000,USD,1500000000,Private Equity,4000000000,USD,4000000000,4000000000,USD,4000000000,"Summit Partners, Salesforce Ventures, Golden Gate Capital, Koch Equity Development",4,"Greater New York Area, East Coast, Northeastern US","Clothing and Apparel, Commerce and Shopping, Design, Education, Food and Beverage, Government and Military, Health Care, Information Technology, Manufacturing, Software, Transportation",,,,,,"Automotive, Education, Fashion, Food and Beverage, GovTech, Health Care, Manufacturing, Retail, SaaS, Software","New York, New York, United States",2
Subway,https://www.crunchbase.com/organization/subway,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Debt Financing,2024-05-31,,1965-01-01,year,Active,,,,1,M&A,3400000000,USD,3400000000,,,,,,,,3400000000,USD,3400000000,,,Great Lakes,Food and Beverage,,High,,,,"Food and Beverage, Food Processing, Restaurants","Lasalle, Ontario, Canada",
Red Lobster,https://www.crunchbase.com/organization/red-lobster,Not Growing,Private,For Profit,10001+,Was Acquired,Undisclosed,2016-10-11,,1968-01-01,year,Active,,,2,1,M&A,575000001,USD,575000001,575000001,USD,575000001,Undisclosed,575000001,USD,575000001,575000001,USD,575000001,Thai Union Group,1,"Greater Miami Area, East Coast, Southern US",Food and Beverage,,High,,,,"Restaurants, Seafood","Miami, Florida, United States",
TD Bank,https://www.crunchbase.com/organization/td-bank,Not Growing,Private,For Profit,10001+,Made Acquisitions,Grant,2023-10-03,Investment Bank,1852-01-01,year,Active,,"Debt, Post-Ipo",,1,,65000000,USD,65000000,,,,,,,,65000000,USD,65000000,U.S. Department of the Treasury,1,"Greater Philadelphia Area, East Coast, Southern US","Financial Services, Lending and Investments",,High,,,,"Banking, Finance, Financial Services, Wealth Management","Wilmington, Delaware, United States",41
greytHR,https://www.crunchbase.com/organization/greytip-software,Growing,Private,For Profit,10001+,Was Acquired,Series D,2021-11-23,,1994-01-01,year,Active,,,2,4,M&A,518000000,INR,6957946,518000000,INR,6957946,Series D,17041847,USD,17041847,17041847,USD,17041847,"Info Edge, Blume Ventures, New Enterprise Associates, MegaDelta Capital",4,Asia-Pacific (APAC),"Administrative Services, Software",,,,,,"Human Resources, SaaS, Software","Bangalore, Karnataka, India",
Mayo Clinic,https://www.crunchbase.com/organization/mayoclinic,Growing,Private,Non-profit,10001+,,Grant,2023-07-26,,1919-01-01,year,Active,Yes,,7,7,,,,,,,,,,,,386100000,USD,386100000,"National Institutes of Health, American Heart Association, U.S. Department of Defense, Jay Alix",4,"Great Lakes, Midwestern US","Biotechnology, Health Care, Science and Engineering",,Medium,,,,"Biotechnology, Health Care, Hospital, Medical, Wellness","Rochester, Minnesota, United States",86
SAS,https://www.crunchbase.com/organization/sas,,Private,For Profit,10001+,Made Acquisitions,Grant,2022-11-08,,1976-01-01,year,Active,,,3,2,,1000000,USD,1000000,,,,,,,,1000000,USD,1000000,"European Commission, Collaboratory",2,"Research Triangle, East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Software",,,,,,"Analytics, Data Governance, Data Management, Enterprise Software, Predictive Analytics, Software","Cary, North Carolina, United States",1
DHL,https://www.crunchbase.com/organization/dhl,,Private,For Profit,10001+,Made Acquisitions,Corporate Round,2019-12-20,,1969-09-25,day,Active,,,1,1,,32000000,SEK,3402048,32000000,SEK,3402048,Corporate Round,32000000,SEK,3402048,32000000,SEK,3402048,Catena,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Administrative Services, Sales and Marketing, Transportation",,,,,,"Courier Service, Delivery Service, Local Business, Logistics, Supply Chain Management","Bonn, Nordrhein-Westfalen, Germany",5
Edward Jones,https://www.crunchbase.com/organization/edward-jones,Growing,Private,For Profit,10001+,Was Acquired,Undisclosed,2024-07-10,,1922-01-01,year,Active,,,1,14,M&A,276664,USD,276664,276664,USD,276664,Undisclosed,327743186,USD,327743186,327743186,USD,327743186,,,Midwestern US,"Financial Services, Media and Entertainment, Professional Services",,High,,,,"Advice, Consulting, Finance, Financial Services, Insurance, Wealth Management","St Louis, Missouri, United States",3
ByteDance,https://www.crunchbase.com/organization/bytedance,Growing,Private,For Profit,10001+,Made Acquisitions,Secondary Market,2023-03-15,,2012-03-01,month,Active,,,1,13,Private Equity,100000000,USD,100000000,2000000000,USD,2000000000,Private Equity,8105000000,USD,8105000000,9505000000,USD,9505000000,"Morgan Stanley, G42, CPP Investments, Kohlberg Kravis Roberts, Sequoia Capital",38,Asia-Pacific (APAC),"Data and Analytics, Information Technology, Internet Services, Media and Entertainment",,High,,,,"Content, Data Mining, Internet, Social Media","Beijing, Beijing, China",67
Air India,https://www.crunchbase.com/organization/air-india,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Debt Financing,2023-12-20,,1932-01-01,year,Active,,,1,1,M&A,9970000000,INR,119734664,,,,,,,,9970000000,INR,119734664,Sumitomo Mitsui Banking Corporation,1,Asia-Pacific (APAC),"Media and Entertainment, Science and Engineering, Transportation, Travel and Tourism",,Medium,,,,"Aerospace, Air Transportation, In-Flight Entertainment, Logistics, Travel","Mumbai, Maharashtra, India",
Avaya,https://www.crunchbase.com/organization/avaya,,Private,For Profit,10001+,Made Acquisitions,Post-IPO Debt,2022-06-27,,2000-01-01,year,Active,,,,2,,600000000,USD,600000000,100000000,USD,100000000,Venture - Series Unknown,100000000,USD,100000000,700000000,USD,700000000,Warburg Pincus,1,"Research Triangle, East Coast, Southern US","Consumer Electronics, Hardware, Information Technology, Internet Services, Mobile, Other, Software",,,,,,"Cloud Computing, Electronics, Information Services, Information Technology, Small and Medium Businesses, Software, Telecommunications, Wireless","Durham, North Carolina, United States",3
Ecom Express,https://www.crunchbase.com/organization/ecom-express,Growing,Private,For Profit,10001+,,Venture - Series Unknown,2023-06-01,,2012-01-01,month,Active,,,4,8,,1400000,USD,1400000,1400000,USD,1400000,Venture - Series Unknown,525792829,USD,525792829,525792829,USD,525792829,"Warburg Pincus, Partners Group, British International Investment, CDC Group, Peepul Capital LLC",5,Asia-Pacific (APAC),"Administrative Services, Commerce and Shopping, Transportation",,High,,,,"Delivery, E-Commerce, Logistics, Supply Chain Management","New Delhi, Delhi, India",1
Alibaba Cloud,https://www.crunchbase.com/organization/alibaba-cloud,Growing,Private,For Profit,10001+,Made Acquisitions,Series B,2015-07-29,,2009-09-10,day,Active,,,1,2,Early Stage Venture,1000000000,USD,1000000000,1000000000,USD,1000000000,Series B,1200000000,USD,1200000000,1200000000,USD,1200000000,Alibaba Group,1,Asia-Pacific (APAC),"Data and Analytics, Hardware, Information Technology, Internet Services, Software",,,,,,"Cloud Data Services, Cloud Management, Data Center, Data Management, Software","Hangzhou, Zhejiang, China",8
Emory University,https://www.crunchbase.com/organization/emory-university,,Private,,10001+,,Grant,2024-08-28,University Program,1836-12-10,day,Active,,,1,16,,400000,USD,400000,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,704592000,USD,704592000,"National Institutes of Health, Bob Woodruff Foundation, US Department of Commerce, Economic Development Administation, Bill & Melinda Gates Foundation, Parkinson's Foundation",10,"Greater Atlanta Area, East Coast, Southern US","Education, Health Care, Software",,,,,,"E-Learning, Education, Health Care","Atlanta, Georgia, United States",2
GardaWorld,https://www.crunchbase.com/organization/gardaworld,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Debt Financing,2024-07-22,,1984-01-01,year,Active,,,1,2,M&A,550000000,USD,550000000,,,,,,,,950000000,USD,950000000,,,,"Administrative Services, Privacy and Security, Professional Services",,Medium,,,,"Physical Security, Risk Management, Security","Montréal, Quebec, Canada",
Agrovision,https://www.crunchbase.com/organization/agrovision,,Private,For Profit,10001+,,Private Equity,2024-08-01,,2012-01-01,year,Active,,,2,5,Private Equity,100000000,USD,100000000,100000000,USD,100000000,Private Equity,108000020,USD,108000020,108000020,USD,108000020,"WP Global Partners, Aliment Capital, Steven Kaplan",3,"Greater Los Angeles Area, West Coast, Western US","Agriculture and Farming, Food and Beverage",,,,,,"Agriculture, Farming, Food and Beverage, Fruit, Snack Food","Los Angeles, California, United States",
Prime Healthcare Services,https://www.crunchbase.com/organization/prime-healthcare-services,Growing,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2024-09-04,,2001-01-01,year,Active,,,,1,,1500000000,USD,1500000000,,,,,,,,1500000000,USD,1500000000,,,"Greater Los Angeles Area, Inland Empire, West Coast",Health Care,,High,,,,"Health Care, Hospital","Ontario, California, United States",
Data Ownership Protocol,https://www.crunchbase.com/organization/data-ownership-protocol,,Private,For Profit,10001+,,Initial Coin Offering,2024-04-03,,1945-08-17,day,Active,,,,1,,162000000,USD,162000000,162000000,USD,162000000,Initial Coin Offering,162000000,USD,162000000,162000000,USD,162000000,,,,,,,,,,,,
BYJU'S,https://www.crunchbase.com/organization/byju-s,Not Growing,Private,For Profit,10001+,Made Acquisitions,Private Equity,2024-02-19,,2011-11-30,day,Active,,,2,28,Private Equity,300000000,USD,300000000,300000000,USD,300000000,Private Equity,4806239473,USD,4806239473,6312628405,USD,6312628405,"UBS, BlackRock, Silver Lake, CPP Investments, Tencent",61,Asia-Pacific (APAC),"Education, Software",,High,,,,"E-Learning, EdTech, Education","Bangalore, Karnataka, India",
Alstom,https://www.crunchbase.com/organization/alstom,Growing,Private,For Profit,10001+,Made Acquisitions,Venture - Series Unknown,2021-12-01,,1928-09-01,day,Active,,,,3,,10000000,USD,10000000,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,17707388,USD,17707388,"US Department of Energy, Rural Development Partners, Regional Growth Fund",3,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Energy, Other, Sustainability, Transportation",,High,,,,"Energy Efficiency, Infrastructure, Transportation","Saint-ouen, Ile-de-France, France",6
Acrisure,https://www.crunchbase.com/organization/acrisure,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Debt Financing,2024-06-05,,2005-01-01,year,Active,,,2,8,M&A,1600000000,USD,1600000000,725000000,USD,725000000,Private Equity,6199000000,USD,6199000000,8724000000,USD,8724000000,"Partners Group, Abu Dhabi Investment Authority, Blackstone Group, BDT & MSD Partners, Oak Hill Advisors",10,"Great Lakes, Midwestern US",Financial Services,,Medium,,,,"Financial Services, Insurance, InsurTech","Grand Rapids, Michigan, United States",
Greystar,https://www.crunchbase.com/organization/greystar,Growing,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2023-11-13,Private Equity Firm,1993-01-01,year,Active,,Debt,1,3,,76500000,USD,76500000,,,,,,,,326800000,USD,326800000,"First Horizon Bank, Capital Square",2,"East Coast, Southern US",Real Estate,,High,,,,"Property Development, Property Management, PropTech, Real Estate","Charleston, South Carolina, United States",3
NumGenius Ai,https://www.crunchbase.com/organization/numgenius-ai,,Private,For Profit,10001+,,Series A,2023-01-03,,2010-03-02,day,Active,,,1,3,Early Stage Venture,70000000,USD,70000000,70000000,USD,70000000,Series A,95000000,USD,95000000,95000000,USD,95000000,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Internet Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Financial Services, Information Technology, Internet, Software","Antwerpen, Antwerpen, Belgium",
Vattenfall,https://www.crunchbase.com/organization/vattenfall-ab,Growing,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2023-05-10,,1909-01-01,year,Active,,,,3,Seed,250000000,GBP,315659754,,,,Seed,,,,3576352108,USD,3576352108,,,"European Union (EU), Nordic Countries, Scandinavia","Energy, Natural Resources, Other, Sustainability",,High,,,,"Energy, Energy Management, Hydroelectric, Renewable Energy, Service Industry, Solar","Solna, Stockholms Lan, Sweden",8
Shein,https://www.crunchbase.com/organization/shein-b79e,Growing,Private,For Profit,10001+,Made Acquisitions,Private Equity,2023-05-17,,2008-02-01,day,Active,,,2,7,Private Equity,2000000000,USD,2000000000,2000000000,USD,2000000000,Private Equity,4053426604,USD,4053426604,4053426604,USD,4053426604,"Sequoia Capital China, Mubadala, General Atlantic, Tiger Global Management, IDG Capital",7,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Clothing and Apparel, Commerce and Shopping, Design",,High,,,,"Apparel, E-Commerce, Fashion, Marketplace","Singapore, Central Region, Singapore",3
Uzum,https://www.crunchbase.com/organization/uzum,Growing,Private,For Profit,10001+,,Debt Financing,2024-03-26,,2022-05-01,month,Active,,,1,2,Early Stage Venture,62000000,USD,62000000,52000000,USD,52000000,Series A,52000000,USD,52000000,114000000,USD,114000000,"FinSight Ventures, Xanara",2,,"Professional Services, Sales and Marketing, Software",,High,,,,"Business Development, Digital Marketing, Software","Tashkent, NA - Uzbekistan, Uzbekistan",
Ford Motor Company,https://www.crunchbase.com/organization/ford-motor-company-of-canada,Growing,Private,For Profit,10001+,,Debt Financing,2023-08-24,,1903-01-01,year,Active,,,3,2,,4000000000,USD,4000000000,,,,,,,,4590000000,USD,4590000000,Government of Canada,1,Great Lakes,"Manufacturing, Science and Engineering, Transportation",,High,,,,"Automotive, Autonomous Vehicles, Industrial Automation, Manufacturing","Oakville, Ontario, Canada",
Steward Health Care,https://www.crunchbase.com/organization/steward-health-care-system,Not Growing,Private,For Profit,10001+,Made Acquisitions,Debt Financing,2024-05-06,,1993-01-01,year,Active,Yes,,1,1,,75000000,USD,75000000,,,,,,,,75000000,USD,75000000,Medical Properties Trust,1,"Dallas/Fort Worth Metroplex, Southern US","Food and Beverage, Health Care, Other",,High,,,,"Health Care, Hospital, Medical, Nutrition, Professional Services","Dallas, Texas, United States",
KIOXIA,https://www.crunchbase.com/organization/kioxia,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Private Equity,2019-06-17,,2017-04-01,day,Active,,,,2,M&A,300000000000,JPY,2763599870,300000000000,JPY,2763599870,Private Equity,400000000000,JPY,3687174102,400000000000,JPY,3687174102,"Sumitomo Mitsui Banking Corporation, MUFG Bank, Mizuho Bank, Development Bank of Japan",4,Asia-Pacific (APAC),"Hardware, Information Technology, Internet Services, Manufacturing, Software",,High,,,,"Data Storage, Hardware, Information Technology, Internet, Manufacturing","Tokyo, Tokyo, Japan",2
Zoetis,https://www.crunchbase.com/organization/pfizer-animal-health-2,,Private,For Profit,10001+,Made Acquisitions,Grant,2023-03-01,,2014-01-01,year,Active,,,,1,,15300000,USD,15300000,,,,,,,,15300000,USD,15300000,Bill & Melinda Gates Foundation,1,"Greater New York Area, East Coast, Northeastern US","Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",,,,,,"Agriculture, Biotechnology, Health Care, Medical, Pharmaceutical, Veterinary","Parsippany, New Jersey, United States",1
IDEMIA,https://www.crunchbase.com/organization/idemia-2,,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Venture - Series Unknown,2020-04-17,,2007-01-01,year,Active,,,,1,M&A,12829493,USD,12829493,12829493,USD,12829493,Venture - Series Unknown,12829493,USD,12829493,12829493,USD,12829493,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Information Technology, Privacy and Security",,,,,,"Identity Management, Information Technology, Network Security","Courbevoie, Ile-de-France, France",
Cornerstone Building Brands,https://www.crunchbase.com/organization/cornerstone-building-brands,Growing,Private,For Profit,10001+,"Made Acquisitions, Was Acquired",Debt Financing,2024-07-29,,2018-11-01,month,Active,,,,1,M&A,500000000,USD,500000000,,,,,,,,500000000,USD,500000000,,,"Research Triangle, East Coast, Southern US","Manufacturing, Real Estate",,Medium,,,,"Building Material, Manufacturing, Real Estate","Cary, North Carolina, United States",
Cornell University,https://www.crunchbase.com/organization/cornell-university,,Private,,10001+,,Grant,2024-07-16,University Program,1865-04-27,day,Active,,,3,11,,2499999,USD,2499999,,,,,,,,12851472,USD,12851472,"NASA, US Department of Commerce, Economic Development Administation, U.S. Environmental Protection Agency, US Department of Energy, National Science Foundation",8,"East Coast, Northeastern US","Consumer Electronics, Education, Hardware, Information Technology, Internet Services, Other",,,,,,"Association, Computer, Education, Information Technology, Search Engine","Ithaca, New York, United States",12
US Department of Energy,https://www.crunchbase.com/organization/us-department-of-energy,Growing,Private,For Profit,10001+,,,,Government Office,1977-08-04,day,Active,,"Debt, Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Post-Ipo, Seed, Venture",2,,,,,,,,,,,,,,,,,,"Washington DC Metro Area, Southern US","Energy, Financial Services, Sustainability",,Medium,,,,"Energy, Energy Efficiency, Energy Management, Finance","Washington, District of Columbia, United States","1,128"
Uber Freight,https://www.crunchbase.com/organization/uber-freight,Growing,Private,For Profit,10001+,Made Acquisitions,Private Equity,2021-11-15,,2017-01-01,year,Active,,,4,2,Private Equity,550000000,USD,550000000,550000000,USD,550000000,Private Equity,1050000000,USD,1050000000,1050000000,USD,1050000000,"GCM Grosvenor, Greenbriar Equity Group, Abu Dhabi Growth Fund, D1 Capital Partners",4,"San Francisco Bay Area, West Coast, Western US","Apps, Mobile, Software, Transportation",,Medium,,,,"Apps, Logistics, Mobile Apps, Supply Chain Management","San Francisco, California, United States",
